Country,Player,Mins,Gls,Ast,PK,PKatt,Shots,SoT,TklW,CrdY,CrdR,GA,Saves,Total 90s,Gls_per_90,Ast_per_90,Shots_per_90,SoT_per_90,CrdY_per_90,CrdR_per_90,GA_per_90,Saves_per_90
Egypt,Abdallah Said,337,0,1,0,0,2.0,1.0,2.0,0,0,3.0,0.0,3.7444444444444445,0.0,0.26706231454005935,0.5341246290801187,0.26706231454005935,0.0,0.0,0.8011869436201781,0.0
Egypt,Afsha,311,2,0,2,2,0.0,0.0,0.0,0,0,4.0,0.0,3.4555555555555557,0.5787781350482315,0.0,0.0,0.0,0.0,0.0,1.157556270096463,0.0
Egypt,Ahmed Abdelkader,10,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,Ahmed Aboul-Fotouh,1439,1,2,0,0,4.0,1.0,4.0,2,0,8.0,0.0,15.988888888888889,0.06254343293954134,0.1250868658790827,0.2501737317581654,0.06254343293954134,0.1250868658790827,0.0,0.5003474635163307,0.0
Egypt,Ahmed Amin Ofaa,73,0,0,0,0,0.0,0.0,0.0,1,0,2.0,0.0,0.8111111111111111,0.0,0.0,0.0,0.0,1.2328767123287672,0.0,2.4657534246575343,0.0
Egypt,Ahmed Atef,15,0,0,0,0,0.0,0.0,0.0,0,0,6.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0
Egypt,Ahmed Beckham,236,0,0,0,0,0.0,0.0,0.0,2,0,6.0,0.0,2.6222222222222222,0.0,0.0,0.0,0.0,0.7627118644067796,0.0,2.288135593220339,0.0
Egypt,Ahmed Eid,371,0,0,0,0,0.0,0.0,0.0,1,0,1.0,0.0,4.122222222222222,0.0,0.0,0.0,0.0,0.24258760107816715,0.0,0.24258760107816715,0.0
Egypt,Ahmed Fathy,91,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0.0,1.011111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.989010989010989,0.0
Egypt,Ahmed Hamdi,85,0,0,0,0,0.0,0.0,0.0,0,0,4.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,4.235294117647059,0.0
Egypt,Ahmed Hegazi,1715,0,1,0,0,3.0,0.0,12.0,3,0,14.0,0.0,19.055555555555557,0.0,0.05247813411078717,0.1574344023323615,0.0,0.1574344023323615,0.0,0.7346938775510203,0.0
Egypt,Ahmed Nabil Koka,400,0,1,0,0,0.0,0.0,0.0,0,0,1.0,0.0,4.444444444444445,0.0,0.22499999999999998,0.0,0.0,0.0,0.0,0.22499999999999998,0.0
Egypt,Ahmed Refaat,72,0,0,0,0,0.0,0.0,0.0,0,0,6.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0
Egypt,Ahmed Samy,90,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,Ahmed Sayed,2232,3,3,0,0,14.0,2.0,1.0,1,0,22.0,0.0,24.8,0.12096774193548386,0.12096774193548386,0.564516129032258,0.08064516129032258,0.04032258064516129,0.0,0.8870967741935484,0.0
Egypt,Ahmed Tawfik,72,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0
Egypt,Ahmed Yasser Rayan,97,0,0,0,0,0.0,0.0,0.0,0,0,3.0,0.0,1.0777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,2.7835051546391756,0.0
Egypt,Ahmed Yassin,10,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Egypt,Akram Tawfik,387,1,0,0,0,0.0,0.0,1.0,3,0,5.0,0.0,4.3,0.23255813953488372,0.0,0.0,0.0,0.6976744186046512,0.0,1.1627906976744187,0.0
Egypt,Ali Gabr,729,0,1,0,0,0.0,0.0,0.0,0,0,6.0,0.0,8.1,0.0,0.1234567901234568,0.0,0.0,0.0,0.0,0.7407407407407408,0.0
Egypt,Amro El Soulia,1412,0,2,0,0,6.0,0.0,7.0,0,0,12.0,0.0,15.688888888888888,0.0,0.1274787535410765,0.3824362606232295,0.0,0.0,0.0,0.764872521246459,0.0
Egypt,Ayman Ashraf,722,0,0,0,0,1.0,1.0,2.0,2,0,8.0,0.0,8.022222222222222,0.0,0.0,0.12465373961218837,0.12465373961218837,0.24930747922437674,0.0,0.997229916897507,0.0
Egypt,Baher El Mohamady,124,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0.0,1.3777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.7258064516129032,0.0
Egypt,El Wensh,1229,0,0,0,0,1.0,0.0,3.0,4,0,9.0,0.0,13.655555555555555,0.0,0.0,0.07323026851098455,0.0,0.2929210740439382,0.0,0.6590724165988608,0.0
Egypt,Emam Ashour,822,0,1,0,0,7.0,4.0,8.0,0,0,13.0,0.0,9.133333333333333,0.0,0.10948905109489052,0.7664233576642336,0.43795620437956206,0.0,0.0,1.4233576642335768,0.0
Egypt,Gabaski,824,0,0,0,0,0.0,0.0,0.0,0,0,9.0,21.0,9.155555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.9830097087378641,2.2936893203883497
Egypt,Ghannam Mohamed,14,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,Hamdy Fathy,2637,2,1,0,0,8.0,0.0,11.0,9,0,21.0,0.0,29.3,0.06825938566552901,0.034129692832764506,0.27303754266211605,0.0,0.30716723549488056,0.0,0.7167235494880546,0.0
Egypt,Hesham Salah,45,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,Hossam Abdelmegeed,119,0,0,0,0,0.0,0.0,0.0,0,0,4.0,0.0,1.3222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,3.0252100840336134,0.0
Egypt,Hussein El Shahat,100,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,0.0
Egypt,Ibrahim Adel,573,3,1,0,0,0.0,0.0,0.0,2,0,13.0,0.0,6.366666666666666,0.47120418848167545,0.15706806282722513,0.0,0.0,0.31413612565445026,0.0,2.0418848167539267,0.0
Egypt,Kahraba,83,1,1,0,0,0.0,0.0,0.0,1,0,3.0,0.0,0.9222222222222223,1.0843373493975903,1.0843373493975903,0.0,0.0,1.0843373493975903,0.0,3.2530120481927707,0.0
Egypt,Khaled Sobhi,342,0,0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.0
